"","Excit","Inhib","mixedNeu","NPC","Oligo","OPC","Astro","Micro"
"ENSG00000176406.21",0.422369503477645,-0.0788770627778758,1.15408763775918,-0.326229665353519,-0.782628836492737,0.302575058047114,-1.26427618688769,-1.33349316033744
"ENSG00000117600.12",1.08419695338749,0.709313982613082,1.4245726326787,0.373545107832261,-0.413118025853893,0.462751323775871,-0.985737064598843,-0.413569249275298
"ENSG00000077264.14",0.905062274069212,0.711384212812411,1.14052425797157,0.190466997985403,-0.546613073338001,0.0365628785933619,-0.986339868919755,-0.527568152674043
"ENSG00000134138.19",0.0550382830059733,-1.58074864615348,1.43503080877434,0.919786371992693,0.0702781998511251,0.107404398345184,0.524698128221799,-0.963424328608409
"ENSG00000198300.12",0.79472931579734,1.05587741478278,1.55662093116453,-0.00267925151528282,0.421326937694056,0.203182125552914,-0.529744474622127,-0.355181376916041
"ENSG00000138814.16",1.17209322986962,0.841236264928367,1.88371064813486,0.405625847620882,0.593248292936891,0.816618497123458,0.670670945587092,0.687572461573477
"ENSG00000089169.14",-1.10746166374283,0.332737381790205,-0.271585947838306,-0.627637709990635,-1.00017664169741,-1.3899938367007,-1.34646896387037,-1.17759920393896
"ENSG00000157404.15",-1.102552905301,1.03329267848297,-1.53243771464195,-0.941786876542262,-0.219336794823756,-0.340285279749583,-0.69860650984547,-0.937702137070793
"ENSG00000152932.7",-0.217459459047593,0.619735538323002,0.542137447564892,-0.722336403273297,-0.81440202000426,-0.433724450622875,-1.11214778079943,-0.851506481911388
"ENSG00000189056.13",-1.2688013543021,0.318274156464236,-0.99147932895515,-1.20418063979364,-0.551362429398248,-1.53739904362859,-1.25839180585171,-1.1285943622809
"ENSG00000136928.6",0.528657708725516,0.855849649407412,0.827720740265581,0.23723738113211,-0.720591763479177,-0.661193243490354,-0.924447567888206,-0.567212724502076
"ENSG00000157103.10",-0.686592763437022,2.21055021492739,1.32942347083324,0.403813577805796,1.24932156885511,1.40724885692516,1.25612255283057,0.835957496958625
"ENSG00000176887.6",-0.591773779230728,-1.05110121165392,0.536790266198334,1.28688073327896,-0.958053181432184,0.209434450588635,-1.12193072325713,-1.35792419768346
"ENSG00000171532.4",-0.0244114407098122,-1.6661801336099,-1.53243771464195,0.871955929016344,-0.966166796599787,-1.66474282559122,-1.23058101678401,-0.805712272225358
"ENSG00000133110.14",0.22274718446237,-1.2537808322465,-0.823371940867849,1.37200025709618,-1.01587311882984,-1.66474282559122,-1.34646896387037,-1.30712663838966
"ENSG00000132872.11",0.541353694244717,0.444511517718509,0.988459399091328,1.48438100649163,-0.708894354768928,-1.49021220381303,-1.18959116189959,-0.475315931799174
"ENSG00000053438.8",1.49490164752728,0.118468799258933,1.90725336344882,1.95344242611508,-0.41863169888789,-0.225989019938988,-0.463553149185103,0.404215716905245
"ENSG00000247809.7",0.253977165484449,-0.697364724470733,-0.866067971349212,1.13565935882255,-1.06676811793255,0.122880902527937,0.113711197422097,-1.11799061902214
"ENSG00000185551.13",0.199779423847298,0.263050012065938,-0.430569012718749,1.28703443952286,-0.886925050989561,-0.107151532288411,0.397762247752209,-0.409094988552188
"ENSG00000175745.11",0.480469022275989,0.795446654576901,0.273585384580977,1.44631328206452,-0.710518719473194,0.316388686997564,1.05935537409609,0.0827409076552027
"ENSG00000198918.7",1.12449033447211,0.669919838728558,0.305178847831594,1.97515329020967,0.556644136973867,0.757886961444204,0.509863302619719,0.919886598574974
"ENSG00000231500.6",1.3070135172619,1.08661715501759,0.582292915746614,1.93812617582379,0.918464986739628,1.08562363953632,0.768306639304741,1.34603167377271
"ENSG00000142937.11",1.16526445091788,0.896842517120767,0.76602838523123,1.76986510301445,0.873281559638877,0.939044621952716,0.684355376425482,1.24570675896359
"ENSG00000144713.12",1.24897616733699,0.811456293330567,0.426334562402194,1.91020671592269,0.691882275629188,0.821976423651621,0.855606747538255,0.955998506899505
"ENSG00000197756.9",1.47030450253794,0.671149110741664,0.719199771242401,1.71278777355089,0.661385434699931,0.697205299218603,0.829511992639036,0.939899838332043
"ENSG00000138326.18",1.35905585157579,0.724524206911343,0.517140479116277,1.87713692431081,0.6258472278928,0.789138986609934,0.847379542388995,1.23402777395942
"ENSG00000161970.12",1.34695247129956,0.910320148429625,0.428209708852094,1.98330779055382,0.71331129754782,0.849554566229082,0.691103369635074,1.1467256448054
"ENSG00000186468.12",1.00851417686099,0.59658610493788,0.410672714668132,1.68074716049297,0.558184612673896,0.6209262958117,0.630183257541737,1.09767457520157
"ENSG00000109475.16",1.47137505397428,0.662156560082674,0.662646928577752,1.73488083002999,0.576085430463807,0.963618303837802,0.427496147573486,1.24919415919263
"ENSG00000198034.10",1.02981193623691,0.527634109365019,0.493664164985703,1.6254025308854,0.588221500848676,0.534916268527931,0.785152614143156,0.794301988859521
"ENSG00000204472.12",-1.51659340169339,0.0101768748300234,-1.53243771464195,-0.294315425145183,-0.987011349724396,-1.66474282559122,-0.794581360410787,1.51020714906306
"ENSG00000034510.5",2.22789730208455,1.6739705908221,1.97583884409861,2.1631379114451,1.14508112910291,0.936660859600326,1.01859985128672,2.25687161307991
"ENSG00000137154.12",1.00065429506847,0.624504585206271,0.526583983874865,1.66401556380674,0.860703817942437,0.798303078454804,0.748773466447221,1.20192117477096
"ENSG00000008988.9",0.975801381530654,0.508529117017973,0.396618569741892,1.3104836969052,0.584805894547686,0.462081532289648,0.754927123911468,1.15799946964054
"ENSG00000177600.8",1.14687895257149,0.936204638132809,0.741323667654551,1.92211623856358,1.11111378808222,1.01605446640186,1.31192676331946,1.45494452204376
"ENSG00000133112.16",0.931774527028758,0.216672687778488,0.00536682703351879,0.895752360862409,0.354584319203032,0.263182350031635,0.302297822878934,0.974144404125164
"ENSG00000198242.13",0.868916222639237,0.655054184340386,0.147092610751003,1.56234087061839,0.79525445335865,0.825420786674893,0.963348013793878,1.1661019732789
"ENSG00000108298.9",1.20155636870441,0.943497634579001,0.649892759262107,1.57179728089106,1.00937391242498,0.916067578208792,0.963041830223298,1.3694641359007
"ENSG00000143947.12",0.948692694815005,0.782214127383241,0.443515973879369,1.65677384314486,0.801641446312462,0.815042636361285,0.643969124691629,1.12533350300156
"ENSG00000142676.12",1.16216492789466,0.946304887232397,0.525497938969693,1.87447350651248,1.14651043954567,1.14816351856501,1.20859213568186,1.540365962857
"ENSG00000115268.9",1.14912622920171,1.11357235802836,0.541449030052904,1.9346984595262,1.26964644783031,1.02958424079484,1.13327134916743,1.38321582602298
"ENSG00000145592.13",1.19601057185007,0.507760639974164,0.533235508758397,1.38184580153152,0.523380957786493,0.639928969552439,0.369611077813655,0.819060323020664
"ENSG00000087086.14",1.40507370799678,2.12356790299086,1.48151828086621,1.73340878580453,2.25678434098763,1.69305000283234,2.08255963708969,2.80002281750546
"ENSG00000205542.10",1.61523921001402,1.89444582416879,1.8188342962757,1.39150639768191,1.53156590266605,0.539192279909625,0.812282362391829,2.69230774554772
"ENSG00000177954.11",1.99643122133036,2.04285595742327,1.66078274353227,2.27036743408043,2.05752287630089,1.9509245979666,2.43898223852521,2.39821387654367
